web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620505969-11408,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8,"Departamento AMUEBLADO en RENTA en Juriquilla con 4 recs, 2.5 baños y amenidades",25000,4,"3
                                    
                                
                                Baños",113
1620505872-11160,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,LUJOSO DEPARTAMENTO EN RENTA NATUUR EL REFUGIO,14000,2,"2
                                    
                                
                                Baños",89
1620505928-11312,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento en renta,23500,3,"3
                                    
                                
                                Baños",184
1620505346-10475,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,RENTA DE DEPARTAMENTO 2 RECAMARAS EN VISTA DIAMANTE,22000,2,"4
                                    
                                
                                Baños",196
1620506030-11641,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,"RENTA de Depto Exclusivo Biósfera Tw Juriquilla, 3 rec. y refrescante alberca !!",17000,3,"2
                                    
                                
                                Baños",120
1620505988-11498,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Departamento - Juriquilla,17000,2,"2
                                    
                                
                                Baños",68
1620505907-11264,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,"Fray Junipero, departamento para renta a estrenar. FVR",22000,2,"3
                                    
                                
                                Baños",130
1620505979-11467,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7,D* RENTA DE DEPARTAMENTO AMUEBLADO  EN JURIQUILLA TOWERS,25000,2,"2
                                    
                                
                                Baños",92
1620506030-11635,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,Misión San Jeronimo garden house en planta baja de 2 recamaras y 156 mts2!,19500,2,"2
                                    
                                
                                Baños",156
1620505872-11169,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,"Departamento en Renta, en Residencial el Refugio, Querétaro",12900,2,"2
                                    
                                
                                Baños",100
1620505796-10968,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento nuevo en renta residencial del parque 2 recamaras MFT,14000,2,"2
                                    
                                
                                Baños",85
1620505853-11107,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1,RENTA DEPARTAMENTO MILENIO III PLANTA BAJA,12000,2,"2
                                    
                                
                                Baños",110
1620505796-10984,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Céntrico departamento amueblado dentro del Mirador JF,11500,1,"1
                                    
                                
                                Baño",72
1620505907-11244,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Departamento Renta en Riscos Zakia,7700,2,"1
                                    
                                
                                Baño",65
1620505969-11413,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8,Departamento - Juriquilla,15400,2,"2
                                    
                                
                                Baños",83
